Number;Name;Platform;Year;Genre;Publisher;Cluster
4553;NASCAR Kart Racing;Wii;2009;Racing;Electronic Arts;47
4560;Petz: Horsez 2;Wii;2007;Simulation;Ubisoft;47
4592;Medal of Honor Heroes 2;Wii;2007;Shooter;Electronic Arts;47
4608;NiGHTS: Journey of Dreams;Wii;2007;Platform;Sega;50
4641;JumpStart: Escape from Adventure Island;Wii;2009;Adventure;Knowledge Adventure;47
4646;Monster Jam: Urban Assault;Wii;2008;Racing;Activision;47
4655;Zack & Wiki: Quest for Barbaros' Treasure;Wii;2007;Adventure;Nintendo;50
4662;Fishing Resort;Wii;2011;Sports;Namco Bandai Games;47
4715;Six Flags Fun Park;Wii;2009;Misc;Ubisoft;50
4716;Spore Hero;Wii;2009;Simulation;Electronic Arts;50
4720;Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki;Wii;2009;Misc;Hudson Soft;49
4724;SpongeBob SquigglePants;Wii;2011;Misc;THQ;50
4737;Monster Trucks Mayhem;Wii;2009;Racing;Zoo Games;50
4738;Winter Sports 2: The Next Challenge;Wii;2008;Sports;RTL;50
4743;Disney Princess: Enchanting Storybooks;Wii;2011;Misc;THQ;50
4747;No More Heroes 2: Desperate Struggle;Wii;2010;Action;Rising Star Games;50
4752;Marvel: Ultimate Alliance;Wii;2006;Role-Playing;Activision;50
4759;Speed Racer: The Videogame;Wii;2008;Racing;Warner Bros. Interactive Entertainment;50
4761;Littlest Pet Shop;Wii;2008;Simulation;Electronic Arts;50
4787;Super Monkey Ball: Step & Roll;Wii;2010;Action;Sega;50
4800;WipeOut 3 The Game;Wii;2012;Action;Activision;50
4801;Taiko no Tatsujin Wii: Dodon to 2 Yome!;Wii;2009;Misc;Namco Bandai Games;49
4819;TMNT;Wii;2007;Action;Ubisoft;50
4820;Final Fantasy Crystal Chronicles: The Crystal Bearers;Wii;2009;Action;Square Enix;50
4843;SpongeBob's Truth or Square (US sales);Wii;2009;Action;THQ;50
4888;NBA 2K10;Wii;2009;Sports;Take-Two Interactive;50
4891;Brunswick Pro Bowling;Wii;2007;Sports;505 Games;50
4899;Naruto: Clash of Ninja Revolution 2;Wii;2008;Fighting;Tomy Corporation;50
4903;Rune Factory: Frontier;Wii;2008;Role-Playing;Rising Star Games;50
4923;Mystery Case Files: The Malgrave Incident;Wii;2011;Adventure;Nintendo;50
4927;Taiko no Tatsujin Wii: Ketteiban;Wii;2011;Misc;Namco Bandai Games;49
4940;Dancing with the Stars: We Dance!;Wii;2008;Misc;Activision;50
4943;Sesame Street: Elmo's A-to-Zoo Adventure;Wii;2010;Misc;Warner Bros. Interactive Entertainment;50
4951;Imagine: Party Babyz;Wii;2008;Simulation;Ubisoft;50
4957;The Dog Island;Wii;2007;Adventure;Ubisoft;50
4966;Hooked! Again: Real Motion Fishing;Wii;2009;Sports;505 Games;50
4974;Dance Party: Pop Hits;Wii;2009;Misc;Nordic Games;50
4992;Cabela's Dangerous Hunts 2009;Wii;2008;Sports;Activision Value;50
4993;Fragile Dreams: Farewell Ruins of the Moon;Wii;2009;Role-Playing;Rising Star Games;50
4997;Peppa Pig: The Game;Wii;2009;Misc;Pinnacle;50
5018;Overlord: Dark Legend;Wii;2009;Action;Codemasters;50
5036;Virtua Tennis 2009;Wii;2009;Sports;Sega;50
5040;Cabela's Big Game Hunter 2012;Wii;2011;Sports;Activision;50
5043;DiRT 2;Wii;2009;Racing;Codemasters;50
5062;ZhuZhu Pets: Featuring The Wild Bunch;Wii;2010;Simulation;Activision;50
5065;Green Day: Rock Band;Wii;2010;Misc;MTV Games;50
5078;Marvel Super Hero Squad;Wii;2009;Fighting;THQ;50
5101;The BIGS;Wii;2007;Sports;Take-Two Interactive;50
5105;Mini Ninjas;Wii;2009;Action;Eidos Interactive;50
5119;Tiger Woods PGA Tour 12: The Masters;Wii;2011;Sports;Electronic Arts;50
5125;Rec Room Games;Wii;2009;Sports;Destineer;50
5151;Build-A-Bear Workshop: A Friend Fur All Seasons;Wii;2008;Simulation;Game Factory;50
5163;The Chronicles of Narnia: Prince Caspian;Wii;2008;Action;Disney Interactive Studios;50
5195;Press Your Luck 2010 Edition;Wii;2009;Misc;Ubisoft;50
5200;NHL 2K10;Wii;2009;Sports;Take-Two Interactive;50
5211;North American Hunting Extravaganza;Wii;2008;Sports;Zushi Games;50
5215;AMF Bowling World Lanes;Wii;2008;Sports;Bethesda Softworks;50
5222;NBA 2K12;Wii;2011;Sports;Take-Two Interactive;50
5223;Teenage Mutant Ninja Turtles: Smash-Up;Wii;2009;Fighting;Ubisoft;50
5235;WWE '12;Wii;2011;Fighting;THQ;50
5240;U-Sing;Wii;2009;Misc;Mindscape;50
5243;Chicken Shoot;Wii;2007;Action;Zoo Digital Publishing;50
5246;We Sing Deutsche Hits;Wii;2011;Misc;Nordic Games;50
5249;DanceDanceRevolution;Wii;2010;Simulation;Konami Digital Entertainment;50
5268;Trauma Center: Second Opinion;Wii;2006;Simulation;Nintendo;50
5276;Battalion Wars 2;Wii;2007;Strategy;Nintendo;50
5278;SpongeBob's Boating Bash;Wii;2010;Misc;THQ;50
5300;Def Jam Rapstar;Wii;2010;Misc;Konami Digital Entertainment;50
5302;Hannah Montana: The Movie;Wii;2009;Adventure;Disney Interactive Studios;50
5303;Angry Birds Star Wars;Wii;2013;Strategy;Activision;50
5304;Dragon Ball Z: Budokai Tenkaichi 2 (JP sales);Wii;N/A;Action;N/A;50
5309;Harry Potter and the Deathly Hallows - Part 2;Wii;2011;Action;Electronic Arts;50
5372;Chicken Riot;Wii;2010;Action;City Interactive;50
5387;Power Rangers Samurai;Wii;2011;Action;Namco Bandai Games;50
5392;The Adventures of Tintin: The Game;Wii;2011;Action;Ubisoft;50
5393;Bee Movie Game;Wii;2007;Action;Activision;50
5401;MX vs. ATV Untamed;Wii;2008;Racing;THQ;50
5448;Pandora's Tower;Wii;2011;Role-Playing;Nintendo;50
5454;The X-Factor;Wii;2010;Misc;Deep Silver;50
5461;Wipeout 2;Wii;2011;Misc;Activision;50
5462;Iron Man 2;Wii;2010;Action;Sega;50
5466;Marvel: Ultimate Alliance 2;Wii;2009;Role-Playing;Activision;50
5473;Chicken Blaster;Wii;2009;Shooter;Zushi Games;50
5474;Family Party: 90 Great Games Party Pack;Wii;2010;Misc;D3Publisher;50
5478;Hell's Kitchen: The Game;Wii;2008;Simulation;Ubisoft;50
5497;Night at the Museum: Battle of the Smithsonian;Wii;2009;Action;Majesco Entertainment;50
5523;Elebits;Wii;2006;Action;Konami Digital Entertainment;50
5528;SSX Blur;Wii;2007;Sports;Electronic Arts;50
5544;Despicable Me: The Game;Wii;2010;Platform;D3Publisher;50
5565;Karaoke Revolution Presents American Idol Encore 2;Wii;2008;Misc;Konami Digital Entertainment;50
5570;Bleach: Shattered Blade;Wii;2006;Fighting;Sega;50
5607;Bigfoot: Collision Course;Wii;2008;Racing;Zoo Digital Publishing;50
5612;Birthday Party Bash;Wii;2009;Misc;Take-Two Interactive;50
5629;SimAnimals;Wii;2009;Simulation;Electronic Arts;50
5640;My Horse & Me;Wii;2007;Sports;Atari;50
5645;Gold's Gym: Cardio Workout (Others sales);Wii;2008;Sports;Ubisoft;50
5666;Monster Lab;Wii;2008;Role-Playing;Eidos Interactive;50
5667;Dragon Quest Monsters: Battle Road Victory;Wii;2010;Strategy;Square Enix;47
5694;Resident Evil Archives: Resident Evil;Wii;2008;Action;Capcom;50
5704;ExerBeat;Wii;2010;Sports;Namco Bandai Games;50
5708;Sesame Street: Cookie's Counting Carnival;Wii;2010;Misc;Warner Bros. Interactive Entertainment;50
5710;Fishing Master;Wii;2007;Misc;Konami Digital Entertainment;50
5721;The Incredible Hulk;Wii;2008;Action;Sega;50
5753;Cabela's Outdoor Adventures (2009);Wii;2009;Sports;Activision Value;50
5766;Calvin Tucker's Redneck Jamboree;Wii;2008;Misc;Zoo Games;50
5767;MySims SkyHeroes;Wii;2010;Action;Electronic Arts;50
5769;Shrek's Carnival Craze Party Games;Wii;2008;Misc;Activision;50
5770;Harvest Moon: Magical Melody;Wii;2008;Simulation;Rising Star Games;50
5774;Little King's Story;Wii;2009;Strategy;Rising Star Games;50
5782;Rapala Pro Bass Fishing 2010;Wii;2010;Sports;Activision;50
5807;Shaun White Snowboarding: World Stage;Wii;2009;Sports;Ubisoft;50
5834;Karaoke Revolution Glee: Volume 3;Wii;2011;Misc;Konami Digital Entertainment;50
5839;Trauma Center: New Blood;Wii;2007;Simulation;Nintendo;50
5853;Shrek: Forever After;Wii;2010;Platform;Activision;50
5877;Wacky Races: Crash & Dash;Wii;2008;Racing;Eidos Interactive;50
5880;Sengoku Basara: Samurai Heroes;Wii;2010;Action;Capcom;47
5916;We Sing Pop!;Wii;2012;Misc;Nordic Games;50
5919;Reel Fishing: Angler's Dream;Wii;2009;Sports;Zushi Games;50
5928;Taiko no Tatsujin Wii: Minna de Party * 3-Yome!;Wii;2010;Misc;Namco Bandai Games;47
5952;Batman: The Brave and the Bold the Videogame;Wii;2010;Action;Warner Bros. Interactive Entertainment;50
5953;Dragon Ball Z: Budokai Tenkaichi 2;Wii;2006;Fighting;Atari;50
5957;Just Dance Kids 2;Wii;2011;Misc;Ubisoft;50
5966;The BIGS 2;Wii;2009;Sports;Take-Two Interactive;50
5976;MLB Power Pros;Wii;2007;Sports;Konami Digital Entertainment;50
5984;Prince of Persia: Rival Swords;Wii;2007;Action;Ubisoft;50
5985;One Piece Unlimited Cruise 2: Awakening of a Hero;Wii;2009;Action;Namco Bandai Games;47
5990;Punch-Out!!;Wii;2007;Sports;Nintendo;50
5996;Guitar Hero: Van Halen;Wii;2009;Misc;Activision;50
6002;Ben 10 Ultimate Alien: Cosmic Destruction;Wii;2010;Platform;D3Publisher;50
6006;Need for Speed: The Run;Wii;2011;Action;Electronic Arts;50
6012;The Smurfs: Dance Party;Wii;2011;Misc;Ubisoft;50
6013;Disney Channel: All Star Party;Wii;2010;Misc;Disney Interactive Studios;50
6019;CSI: Deadly Intent;Wii;2009;Adventure;Ubisoft;50
6040;Dead Rising: Chop Till You Drop;Wii;2009;Action;Capcom;50
6046;Just Dance Wii 2;Wii;2012;Misc;Nintendo;47
6057;WWII Aces;Wii;2008;Simulation;Destineer;50
6058;Puzzle Quest: Challenge of the Warlords;Wii;2007;Puzzle;D3Publisher;50
6069;Shrek the Third;Wii;2007;Action;Activision;50
6071;Purr Pals;Wii;2008;Simulation;Deep Silver;50
6082;I Spy: Spooky Mansion;Wii;2010;Puzzle;Storm City Games;50
6108;Ice Age: Dawn of the Dinosaurs;Wii;2009;Action;Activision;50
6125;NHL 2K11;Wii;2010;Sports;Take-Two Interactive;50
6145;Avatar: The Last Airbender;Wii;2006;Adventure;THQ;50
6173;Remington Super Slam Hunting: Africa;Wii;2010;Sports;Mastiff;50
6226;Transformers: Cybertron Adventures;Wii;2010;Action;Activision;50
6239;AC/DC LIVE: Rock Band Track Pack;Wii;2008;Misc;MTV Games;50
6247;One Piece Unlimited Cruise 1: The Treasure Beneath the Waves;Wii;2008;Adventure;Namco Bandai Games;47
6248;Marvel Super Hero Squad: The Infinity Gauntlet;Wii;2010;Action;THQ;50
6259;ExciteBots: Trick Racing;Wii;2009;Racing;Nintendo;50
6268;How to Train Your Dragon 2;Wii;2014;Adventure;Little Orbit;50
6279;Zumba Fitness: World Party;Wii;2013;Misc;Majesco Entertainment;50
6338;Bratz: The Movie;Wii;2007;Simulation;THQ;50
6361;Summer Athletics: The Ultimate Challenge (US sales);Wii;2008;Sports;DTP Entertainment;50
6368;Major League Baseball 2K10;Wii;2010;Sports;Take-Two Interactive;50
6387;Dora the Explorer: Dora Saves the Crystal Kingdom;Wii;2009;Misc;Take-Two Interactive;50
6404;Are You Smarter than a 5th Grader? Game Time;Wii;2009;Puzzle;THQ;50
6425;Major League Baseball 2K9;Wii;2009;Sports;Take-Two Interactive;50
6430;Summer Sports 2: Island Sports Party;Wii;2008;Sports;Ubisoft;50
6431;Imagine: Fashion Party;Wii;2009;Simulation;Ubisoft;50
6433;Scene It? Twilight;Wii;2009;Misc;Konami Digital Entertainment;50
6435;Don King Boxing;Wii;2009;Sports;Take-Two Interactive;50
6444;Reload: Target Down;Wii;2010;Shooter;Mastiff;50
6448;Barbie: Jet, Set & Style!;Wii;2011;Misc;THQ;50
6453;Create;Wii;2010;Action;Electronic Arts;50
6455;Littlest Pet Shop: Friends;Wii;2009;Simulation;Electronic Arts;50
6467;Skylanders: SuperChargers;Wii;2015;Action;Activision;50
6480;We Cheer 2;Wii;2009;Simulation;Namco Bandai Games;50
6486;Project Runway;Wii;2010;Simulation;Atari;50
6491;Inazuma Eleven Strikers;Wii;2011;Role-Playing;Nintendo;47
6497;Final Fantasy Crystal Chronicles: Echoes of Time;Wii;2009;Role-Playing;Square Enix;50
6503;Minute to Win It;Wii;2010;Misc;Zoo Games;50
6505;Racquet Sports;Wii;2010;Sports;Ubisoft;50
6543;Monsters vs. Aliens;Wii;2009;Action;Activision;50
6551;Karaoke Joysound Wii;Wii;2008;Misc;Hudson Soft;47
6557;Avatar: The Last Airbender - The Burning Earth;Wii;2007;Action;THQ;50
6571;Daisy Fuentes Pilates;Wii;2009;Sports;505 Games;50
6575;Petz: Crazy Monkeyz;Wii;2008;Simulation;Ubisoft;50
6605;Nickelodeon Dance;Wii;2011;Misc;Take-Two Interactive;50
6627;Resident Evil Archives: Resident Evil Zero;Wii;2008;Action;Capcom;50
6646;Tony Hawk's Proving Ground;Wii;2007;Sports;Activision;50
6667;Spider-Man: Web of Shadows;Wii;2008;Action;Activision;50
6684;Mortal Kombat: Armageddon;Wii;2007;Fighting;Midway Games;50
6696;U-Sing: Girls Night;Wii;2010;Misc;Mindscape;50
6715;Ultimate Band;Wii;2008;Misc;Disney Interactive Studios;50
6722;X-Men Origins: Wolverine;Wii;2009;Action;Activision;50
6727;Prince of Persia: The Forgotten Sands;Wii;2010;Action;Ubisoft;50
6737;Dood's Big Adventure;Wii;2010;Platform;THQ;50
6739;We Love Golf!;Wii;2007;Sports;Capcom;50
6748;Monster Hunter G;Wii;2009;Role-Playing;Capcom;47
6787;Broken Sword: Shadow of the Templars - The Director's Cut;Wii;2009;Adventure;Ubisoft;50
6820;Spider-Man: Shattered Dimensions;Wii;2010;Action;Activision;50
6824;Deca Sports 3;Wii;2010;Sports;Hudson Soft;50
6829;Bass Pro Shops: The Hunt;Wii;2010;Sports;XS Games;50
6831;Boogie SuperStar;Wii;2008;Misc;Electronic Arts;50
6833;Rock Band Track Pack Volume 1;Wii;2008;Misc;MTV Games;50
6842;Dancing With The Stars;Wii;2007;Misc;Activision;50
6846;Megamind: Mega Team Unite;Wii;2010;Adventure;THQ;50
6847;PDC World Championship Darts 2008;Wii;2008;Sports;Oxygen Interactive;50
6852;The Lord of the Rings: Aragorn's Quest;Wii;2010;Action;Warner Bros. Interactive Entertainment;50
6859;The Price is Right 2010 Edition;Wii;2009;Misc;Ubisoft;50
6875;Rock Band Track Pack Volume 2;Wii;2008;Misc;MTV Games;50
6882;Ashes Cricket 2009;Wii;2009;Sports;Codemasters;50
6901;Hello Kitty Seasons;Wii;2010;Adventure;Namco Bandai Games;50
6928;DanceDanceRevolution II;Wii;N/A;Misc;Konami Digital Entertainment;50
6931;TrackMania: Build to Race;Wii;2010;Racing;Focus Home Interactive;50
6939;Tony Hawk's Downhill Jam;Wii;N/A;Sports;Activision;50
6947;NASCAR 2011: The Game;Wii;2011;Racing;Activision;50
6967;Big Family Games;Wii;2009;Misc;THQ;50
6968;Big Beach Sports 2;Wii;N/A;Sports;THQ;50
7001;M&M's Kart Racing;Wii;2007;Racing;Zoo Digital Publishing;50
7002;Rock Band Track Pack: Classic Rock;Wii;2009;Misc;MTV Games;50
7005;Looney Tunes: Acme Arsenal;Wii;2007;Action;Warner Bros. Interactive Entertainment;50
7012;Pitfall: The Big Adventure;Wii;2008;Adventure;Activision;50
7014;Worms: Battle Islands;Wii;2010;Strategy;THQ;50
7034;Ultimate Duck Hunting: Hunting & Retrieving Ducks;Wii;2007;Sports;Detn8 Games;50
7045;Karaoke Revolution Glee 2: Road to Regionals;Wii;2011;Misc;Konami Digital Entertainment;50
7055;Deadly Creatures;Wii;2009;Action;THQ;50
7060;Neopets Puzzle Adventure;Wii;2008;Puzzle;Capcom;50
7064;Family Fest presents: Movie Games;Wii;2008;Action;Ubisoft;50
7079;Petz Rescue: Wildlife Vet;Wii;2008;Simulation;Ubisoft;50
7082;Super Swing Golf;Wii;2006;Sports;Nintendo;50
7085;Barbie and the Three Musketeers;Wii;2009;Adventure;Activision;50
7090;pro evolution soccer 2011;Wii;2010;Sports;Konami Digital Entertainment;50
7102;MySims Party;Wii;2009;Simulation;Electronic Arts;50
7103;TRON: Evolution - Battle Grids;Wii;2010;Racing;Disney Interactive Studios;50
7105;Hooked! Real Motion Fishing;Wii;2007;Sports;505 Games;50
7113;Family Party: 30 Great Games Winter Fun;Wii;2010;Sports;D3Publisher;50
7115;101-in-1 Party Megamix Wii;Wii;2009;Misc;Nordcurrent;50
7120;All Star Karate;Wii;2010;Action;THQ;50
7137;FaceBreaker K.O. Party;Wii;2008;Fighting;Electronic Arts;50
7158;Kidz Bop Dance Party! The Video Game;Wii;2010;Misc;D3Publisher;50
7181;A Boy and His Blob;Wii;2009;Platform;Majesco Entertainment;50
7189;The Legend of Spyro: The Eternal Night;Wii;2007;Platform;Vivendi Games;50
7191;Rampage: Total Destruction;Wii;2006;Action;Midway Games;50
7193;Petz: Horse Club;Wii;2008;Misc;Ubisoft;50
7195;Rapala's Fishing Frenzy;Wii;2008;Sports;Activision;50
7198;Puss in Boots;Wii;2011;Action;THQ;50
7205;Barbie: Groom and Glam Pups;Wii;2010;Action;THQ;50
7207;Tenchu: Shadow Assassins;Wii;2008;Action;Ubisoft;50
7209;CSI: Fatal Conspiracy;Wii;2010;Adventure;Ubisoft;50
7220;Cursed Mountain;Wii;2009;Adventure;Deep Silver;50
7230;Tales of Graces;Wii;2009;Role-Playing;Namco Bandai Games;47
7234;ATV Quad Kings;Wii;2009;Racing;Zoo Digital Publishing;50
7244;G.I. Joe: The Rise of Cobra;Wii;2009;Action;Electronic Arts;50
7253;NBA Live 09 All-Play;Wii;2008;Sports;Electronic Arts;50
7259;You Don't Know Jack;Wii;2011;Misc;THQ;50
7291;Order Up!;Wii;2008;Misc;Zoo Digital Publishing;50
7298;Summer Athletics: The Ultimate Challenge (Others sales);Wii;2008;Sports;DTP Entertainment;50
7319;Are You Smarter Than a 5th Grader? Back to School;Wii;2010;Misc;Nintendo;50
7330;Final Fantasy Fables: Chocobo's Dungeon;Wii;2007;Role-Playing;Square Enix;50
7335;We Sing Robbie Williams;Wii;2010;Misc;Nordic Games;50
7336;Backyard NFL Football '09;Wii;2008;Sports;Atari;50
7337;Pro Evolution Soccer 2012;Wii;2011;Action;Konami Digital Entertainment;50
7363;Bratz: Girlz Really Rock;Wii;2008;Action;THQ;50
7374;Now! That's What I Call Music: Dance & Sing;Wii;2011;Misc;Unknown;50
7388;Hidden Mysteries: Titanic - Secrets of the Fateful Voyage;Wii;2009;Adventure;GSP;50
7394;Yoga Wii;Wii;2009;Sports;JoWood Productions;50
7396;Cabela's Survival: Shadows of Katmai;Wii;2011;Sports;Activision;50
7402;Namco Museum Megamix;Wii;2010;Misc;Namco Bandai Games;50
7438;Just Dance: Greatest Hits;Wii;2012;Misc;Ubisoft;50
7445;The Last Airbender;Wii;2010;Action;THQ;50
7474;The Naked Brothers Band: The Video Game;Wii;2008;Misc;THQ;50
7476;Rune Factory: Tides of Destiny;Wii;2011;Role-Playing;Marvelous Interactive;50
7480;Dawn of Discovery;Wii;2009;Simulation;Ubisoft;50
7498;Battle of Giants: Dinosaurs Strike;Wii;2010;Strategy;Ubisoft;50
7503;Cabela's North American Adventures;Wii;2010;Sports;Activision;50
7506;WWE All Stars;Wii;2011;Fighting;THQ;50
7517;Planet 51;Wii;2009;Action;Sega;50
7520;My Fitness Coach 2: Exercise and Nutrition;Wii;2009;Sports;Black Bean Games;50
7531;Just Dance 2: Extra Songs;Wii;2011;Misc;Ubisoft;50
7541;The Ultimate Red Ball Challenge;Wii;2009;Misc;Mindscape;50
7557;Dragon Ball: Revenge of King Piccolo;Wii;2009;Action;Namco Bandai Games;50
7558;Spectrobes: Origins;Wii;2009;Role-Playing;Disney Interactive Studios;50
7569;Neighborhood Games;Wii;2009;Misc;THQ;50
7640;Hot Wheels: Track Attack;Wii;2010;Racing;THQ;50
7641;Schlag den Raab;Wii;2010;Misc;Namco Bandai Games;50
7652;We Wish You A Merry Christmas;Wii;2009;Action;Destineer;50
7659;UFC Personal Trainer: The Ultimate Fitness System;Wii;2011;Sports;THQ;50
7670;Family Feud: 2012 Edition;Wii;2011;Misc;Ubisoft;50
7691;Barbie Horse Adventures: Riding Camp;Wii;2008;Sports;Activision;50
7693;Go Play: Lumberjacks;Wii;2009;Simulation;Majesco Entertainment;50
7696;NASCAR Unleashed;Wii;2011;Racing;Activision;50
7700;Shiren the Wanderer;Wii;2008;Role-Playing;Sega;50
7721;Marvel Super Hero Squad: Comic Combat;Wii;2011;Action;THQ;50
7725;Beyblade: Metal Fusion - Battle Fortress;Wii;2009;Action;Konami Digital Entertainment;50
7739;Arcade Shooting Gallery;Wii;2008;Shooter;Zoo Games;50
7754;Arc Rise Fantasia;Wii;2009;Role-Playing;Marvelous Interactive;50
7755;Ni Hao, Kai-lan: Super Game Day;Wii;2009;Misc;Take-Two Interactive;50
7761;The Spiderwick Chronicles;Wii;2008;Action;Vivendi Games;50
7777;Rio;Wii;2011;Misc;THQ;50
7805;Jeep Thrills;Wii;2008;Racing;Zoo Digital Publishing;50
7810;Avatar: The Last Airbender - Into the Inferno;Wii;2008;Adventure;THQ;50
7815;Chaotic: Shadow Warriors;Wii;2009;Action;Activision;50
7837;uDraw Studio: Instant Artist;Wii;2011;Misc;THQ;50
7847;Inazuma Eleven Strikers 2012 Xtreme;Wii;2011;Role-Playing;Level 5;47
7854;Monster 4x4: Stunt Racer;Wii;2009;Racing;Ubisoft;50
7869;Squeeballs Party;Wii;2009;Puzzle;Performance Designed Products;50
7871;Where's Waldo? The Fantastic Journey;Wii;2009;Adventure;Ubisoft;50
7872;Family Game Night 4: The Game Show;Wii;2011;Misc;Electronic Arts;50
7889;Tamagotchi Party On!;Wii;2006;Misc;Namco Bandai Games;50
7896;Shaun White Skateboarding;Wii;2010;Sports;Ubisoft;50
7907;Sing4: The Hits Edition;Wii;2011;Misc;Crave Entertainment;50
7924;Mushroom Men: The Spore Wars;Wii;2008;Action;SouthPeak Games;50
7928;SoulCalibur Legends;Wii;2007;Action;Namco Bandai Games;50
7935;Doctor Who: Return to Earth;Wii;2010;Adventure;Asylum Entertainment;50
7936;The Munchables;Wii;2009;Action;Namco Bandai Games;50
7937;We Dance;Wii;2011;Misc;Nordic Games;50
7941;Mathews Bowhunting;Wii;2010;Sports;Zoo Games;50
7943;One Piece: Unlimited Adventure;Wii;2007;Adventure;Namco Bandai Games;50
7944;Remington Super Slam Hunting: North America;Wii;2010;Sports;Mastiff;50
7950;Disney's Meet the Robinsons;Wii;2007;Action;Disney Interactive Studios;50
7967;MotoGP;Wii;2009;Racing;Capcom;50
7981;Hot Wheels: Battle Force 5;Wii;2009;Racing;Activision;50
7982;Dragon Blade: Wrath of Fire;Wii;2007;Action;D3Publisher;50
8003;Dance Dance Revolution: Disney Grooves;Wii;2009;Simulation;Konami Digital Entertainment;50
8013;NBA Live 08;Wii;2007;Sports;Electronic Arts;50
8018;Ringling Bros. and Barnum & Bailey Circus;Wii;2009;Action;Take-Two Interactive;50
8026;Naruto Shippuden: Dragon Blade Chronicles;Wii;2009;Action;505 Games;50
8032;de Blob 2;Wii;2011;Platform;THQ;50
8041;Alone in the Dark;Wii;2008;Adventure;Atari;50
8046;Trauma Team;Wii;N/A;Simulation;Unknown;50
8061;Let's TAP;Wii;2008;Misc;Sega;50
8064;Cabela's Adventure Camp;Wii;2011;Misc;Activision;50
8068;We Sing UK Hits;Wii;2011;Misc;Nordic Games;50
8072;Rabbids Party Collection;Wii;2010;Misc;Ubisoft;50
8125;Cabela's Legendary Adventures;Wii;2008;Sports;Activision;50
8127;Transformers: Dark of the Moon;Wii;2011;Action;Activision;50
8143;Pirates: Hunt For Blackbeard's Booty;Wii;2008;Adventure;Activision;50
8150;Mercury Meltdown Revolution;Wii;2007;Action;Ignition Entertainment;50
8152;WordJong Party;Wii;2008;Puzzle;Destineer;50
8178;Driver: San Francisco;Wii;2011;Racing;Ubisoft;50
8180;Shawn Johnson Gymnastics;Wii;2010;Sports;Zoo Games;50
8187;Brunswick Cosmic Bowling;Wii;2010;Sports;GameMill Entertainment;50
8207;Castlevania Judgment;Wii;2008;Fighting;Konami Digital Entertainment;50
8255;Iron Chef America: Supreme Cuisine;Wii;2008;Simulation;Destineer;50
8260;NCAA Football 09 All-Play;Wii;2008;Sports;Electronic Arts;50
8281;Goosebumps HorrorLand;Wii;2008;Adventure;Scholastic Inc.;50
8307;Chuck E. Cheese's Party Games;Wii;2010;Misc;UFO Interactive;50
8313;Jillian Michaels Fitness Ultimatum 2011;Wii;2010;Sports;D3Publisher;50
8323;Backyard NFL Football '10;Wii;2009;Sports;Atari;50
8324;Professor Heinz Wolff's Gravity;Wii;2008;Puzzle;Deep Silver;50
8333;Luxor 3;Wii;2008;Puzzle;Mumbo Jumbo;50
8334;Bratz Kidz;Wii;2008;Misc;Game Factory;50
8344;Zoo Hospital;Wii;2008;Simulation;Majesco Entertainment;50
8355;Family Feud Decades;Wii;2010;Misc;Ubisoft;50
8364;Marble Saga: Kororinpa;Wii;2009;Puzzle;Konami Digital Entertainment;50
8371;Disney's Planes;Wii;2013;Simulation;Disney Interactive Studios;50
8372;Bomberman Land;Wii;2007;Misc;Rising Star Games;50
8395;Bakugan Battle Brawlers: Defenders of the Core;Wii;2010;Action;Activision;50
8401;Surf's Up;Wii;2007;Sports;Ubisoft;50
8404;I'm A Celebrity: Get Me Out of Here!;Wii;2009;Misc;Mindscape;50
8440;Klonoa;Wii;2008;Platform;Namco Bandai Games;50
8467;Sid Meier's Pirates!;Wii;2010;Strategy;Take-Two Interactive;50
8473;Hamster Heroes;Wii;2008;Puzzle;Popcorn Arcade;50
8484;Gunslingers;Wii;2010;Shooter;Neko Entertainment;50
8489;Thor: God of Thunder;Wii;2011;Action;Sega;50
8503;Monster Jam;Wii;2007;Racing;Activision;50
8504;Medieval Games;Wii;2009;Action;Vir2L Studios;50
8506;The Amazing Spider-Man (Console Version);Wii;2012;Action;Activision;50
8507;Kid Adventures: Sky Captain;Wii;2010;Action;Unknown;50
8511;Godzilla Unleashed;Wii;2007;Fighting;Atari;50
8528;Major League Baseball 2K12;Wii;2012;Sports;Take-Two Interactive;50
8535;Ready 2 Rumble Revolution;Wii;2009;Sports;Atari;50
8547;Dewy's Adventure;Wii;2007;Platform;Konami Digital Entertainment;50
8567;TNA iMPACT!;Wii;2008;Fighting;Midway Games;50
8571;Little League World Series Baseball 2009;Wii;2009;Sports;Activision;50
8578;Major League Baseball 2K11;Wii;2011;Sports;Take-Two Interactive;50
8613;Rudolph the Red-Nosed Reindeer;Wii;2010;Action;Crave Entertainment;50
8622;Vegas Party;Wii;N/A;Misc;Unknown;50
8624;Family Party: 30 Great Games Outdoor Fun;Wii;2009;Misc;D3Publisher;50
8631;Tak and the Guardians of Gross;Wii;2008;Action;THQ;50
8638;Yu-Gi-Oh! 5D's: Duel Transer;Wii;2010;Strategy;Konami Digital Entertainment;50
8649;Dragon's Lair Trilogy;Wii;2010;Adventure;Destineer;50
8650;Trivial Pursuit: Bet You Know It;Wii;2011;Misc;Electronic Arts;50
