Number;Name;Platform;Year;Genre;Publisher;Cluster
13388;Fantastic Four: Rise of the Silver Surfer;Wii;2007;Action;Take-Two Interactive;7
13426;Fantastic Four: Rise of the Silver Surfer;DS;2007;Action;Take-Two Interactive;7
13639;Torino 2006;XB;2006;Sports;Take-Two Interactive;7
13650;World Poker Tour;PSP;2006;Misc;Take-Two Interactive;7
13673;Major League Baseball 2K12;PC;2012;Sports;Take-Two Interactive;7
13704;XCOM 2;PS4;2016;Strategy;Take-Two Interactive;7
13725;Shattered Union;XB;2005;Strategy;Take-Two Interactive;7
13733;MLB 2K12 / NBA 2K12 Combo Pack;X360;2012;Sports;Take-Two Interactive;7
13734;Grand Theft Auto: Vice City;PC;2003;Action;Take-Two Interactive;7
13778;Go Diego Go!: Safari Rescue;PS2;2008;Action;Take-Two Interactive;7
13797;The Da Vinci Code;XB;2006;Action;Take-Two Interactive;7
13845;Dora's Big Birthday Adventure;PS2;2010;Misc;Take-Two Interactive;7
13858;Sid Meier's Railroads!;PC;2006;Simulation;Take-Two Interactive;7
13918;Civilization Beyond Earth: Rising Tide;PC;2015;Strategy;Take-Two Interactive;7
13986;Scaler;GC;2004;Platform;Take-Two Interactive;7
14148;Prey;PC;2006;Shooter;Take-Two Interactive;7
14414;NBA 2K13;PC;2012;Sports;Take-Two Interactive;7
14546;Royal Palace of White Sword and The City of Gentiles;PC;2009;Role-Playing;Take-Two Interactive;7
14714;Max Payne;GBA;2003;Shooter;Take-Two Interactive;7
14725;Max Payne 2: The Fall of Max Payne;PC;2003;Shooter;Take-Two Interactive;7
14727;NBA 2K7;XB;2006;Sports;Take-Two Interactive;7
14797;Bully: Scholarship Edition;PC;2008;Action;Take-Two Interactive;7
14917;Stronghold 2 Deluxe;PC;2005;Strategy;Take-Two Interactive;7
15142;Max Payne;PC;2001;Shooter;Take-Two Interactive;7
15165;Zathura;XB;2005;Adventure;Take-Two Interactive;7
15402;Motocross Mania 3;XB;2005;Racing;Take-Two Interactive;7
15684;Stronghold Legends;PC;2006;Strategy;Take-Two Interactive;7
15782;Big Bass Fishing;PS;2002;Action;Take-Two Interactive;7
15804;XCOM 2;XOne;2016;Strategy;Take-Two Interactive;7
15972;Sid Meier's Civilization Revolution 2+;PSV;2015;Strategy;Take-Two Interactive;7
16006;Serious Sam II;PC;2005;Shooter;Take-Two Interactive;7
16074;World Poker Tour;GBA;2005;Misc;Take-Two Interactive;7
16096;Grand Theft Auto III;PC;2002;Action;Take-Two Interactive;7
16362;NHL 2K7;XB;2006;Sports;Take-Two Interactive;7
