Number;Name;Platform;Year;Genre;Publisher;Cluster
5305;Mega Man ZX Advent;DS;2007;Platform;Capcom;20
5320;College Hoops 2K8;PS2;2007;Sports;Take-Two Interactive;20
5338;Def Jam Icon;X360;2007;Action;Electronic Arts;19
5349;Pirates of the Caribbean: At World's End;DS;2007;Action;Disney Interactive Studios;19
5361;Etrian Odyssey;DS;2007;Role-Playing;Nintendo;20
5362;Conan;PS3;2007;Action;THQ;20
5365;Avatar: The Last Airbender - The Burning Earth;DS;2007;Action;THQ;19
5393;Bee Movie Game;Wii;2007;Action;Activision;19
5403;Football Manager Handheld 2008;PSP;2007;Sports;Sega;20
5407;Momotarou Dentetsu DS: Tokyo & Japan;DS;2007;Misc;Hudson Soft;20
5412;Puzzle Quest: Challenge of the Warlords;DS;2007;Puzzle;D3Publisher;19
5429;The Eye of Judgment;PS3;2007;Misc;Sony Computer Entertainment;19
5430;Pirates of the Caribbean: At World's End;X360;2007;Action;Disney Interactive Studios;19
5455;Digimon World: Dawn / Dusk;DS;2007;Role-Playing;Namco Bandai Games;20
5469;Planet Puzzle League;DS;2007;Puzzle;Nintendo;20
5472;Naruto: Rise of a Ninja;X360;2007;Action;Ubisoft;19
5524;Warhammer 40,000: Squad Command;PSP;2007;Strategy;THQ;20
5528;SSX Blur;Wii;2007;Sports;Electronic Arts;19
5548;Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten;DS;2007;Misc;Rocket Company;20
5550;Eternal Sonata;X360;2007;Role-Playing;Atari;20
5552;EA Playground;DS;2007;Sports;Electronic Arts;19
5555;Folklore;PS3;2007;Role-Playing;Sony Computer Entertainment;20
5557;Samurai Warriors 2: Xtreme Legends (JP sales);PS2;2007;Action;Tecmo Koei;20
5600;Beautiful Katamari;X360;2007;Puzzle;Namco Bandai Games;20
5609;Crash of the Titans;X360;2007;Action;Vivendi Games;19
5628;Dance Dance Revolution Universe;X360;2007;Simulation;Konami Digital Entertainment;19
5640;My Horse & Me;Wii;2007;Sports;Atari;19
5664;Manhunt 2;PSP;2007;Action;Take-Two Interactive;20
5678;Clive Barker's Jericho;X360;2007;Shooter;Codemasters;19
5686;Shrek the Third;PSP;2007;Action;Activision;20
5691;WipEout Pulse;PSP;2007;Racing;Sony Computer Entertainment;20
5710;Fishing Master;Wii;2007;Misc;Konami Digital Entertainment;19
5712;Jikkyou Powerful Pro Yakyuu 14;PS2;2007;Sports;Konami Digital Entertainment;20
5713;Contra 4;DS;2007;Shooter;Konami Digital Entertainment;19
5725;Barbie as The Island Princess;DS;2007;Adventure;Activision;19
5730;MLB 07: The Show;PS3;2007;Sports;Sony Computer Entertainment;19
5746;Dr. Seuss: How the Grinch Stole Christmas;DS;2007;Action;CokeM Interactive;19
5768;J-League Winning Eleven 2007: Club Championship;PS2;2007;Sports;Konami Digital Entertainment;20
5795;NBA Live 08;PSP;2007;Sports;Electronic Arts;19
5838;Stranglehold;PS3;2007;Shooter;Midway Games;20
5839;Trauma Center: New Blood;Wii;2007;Simulation;Nintendo;20
5858;Super Robot Taisen W;DS;2007;Strategy;Banpresto;20
5862;Spider-Man 3;PSP;2007;Platform;Activision;20
5867;Looney Tunes: Duck Amuck;DS;2007;Action;Warner Bros. Interactive Entertainment;19
5868;Super Robot Taisen OG: Original Generations Gaiden;PS2;2007;Strategy;Banpresto;20
5876;Dynasty Warriors 6;X360;2007;Action;Tecmo Koei;20
5892;Harry Potter and the Order of the Phoenix;X360;2007;Action;Electronic Arts;20
5907;John Deere: Harvest in the Heartland;DS;2007;Simulation;Ubisoft;20
5912;Spider-Man: Friend or Foe;X360;2007;Action;Activision;20
5932;The Suite Life of Zack & Cody: Circle of Spies;DS;2007;Action;Disney Interactive Studios;20
5936;Power Pro Kun Pocket 10;DS;2007;Sports;Konami Digital Entertainment;20
5943;Final Fantasy XI: Wings of the Goddess;X360;2007;Role-Playing;Square Enix;20
5951;Mah Jong Quest: Expeditions;DS;2007;Puzzle;Avanquest;20
5972;The Godfather: Dons Edition;PS3;2007;Action;Electronic Arts;20
5976;MLB Power Pros;Wii;2007;Sports;Konami Digital Entertainment;20
5984;Prince of Persia: Rival Swords;Wii;2007;Action;Ubisoft;20
5990;Punch-Out!!;Wii;2007;Sports;Nintendo;20
6033;Bladestorm: The Hundred Years' War;PS3;2007;Action;Tecmo Koei;20
6047;Madden NFL 08;XB;2007;Sports;Electronic Arts;20
6058;Puzzle Quest: Challenge of the Warlords;Wii;2007;Puzzle;D3Publisher;20
6069;Shrek the Third;Wii;2007;Action;Activision;20
6074;Surf's Up;PS2;2007;Sports;Ubisoft;20
6088;NASCAR 08;X360;2007;Racing;Electronic Arts;20
6096;Ratatouille: Food Frenzy;DS;2007;Puzzle;THQ;20
6104;The Golden Compass;PS3;2007;Action;Sega;20
6116;Bratz Ponyz;DS;2007;Adventure;Game Factory;20
6118;Baby Pals;DS;2007;Simulation;THQ;20
6158;Yu-Gi-Oh! World Championship 2008;DS;2007;Strategy;Konami Digital Entertainment;20
6165;Jackass the Game;PS2;2007;Action;Empire Interactive;20
6170;Surf's Up;DS;2007;Sports;Ubisoft;20
6175;Syphon Filter: Dark Mirror;PS2;2007;Shooter;Sony Computer Entertainment;20
6180;MLB 07: The Show;PSP;2007;Sports;Sony Computer Entertainment;20
6184;Shrek: Ogres & Dronkeys;DS;2007;Simulation;Activision;20
6188;Virtua Fighter 5 Online;X360;2007;Fighting;Sega;20
6208;Soul Nomad & the World Eaters;PS2;2007;Role-Playing;Tecmo Koei;20
6217;The Warriors;PSP;2007;Action;Take-Two Interactive;20
6264;Cabela's Trophy Bucks;PS2;2007;Sports;Activision Value;20
6265;Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2;DS;2007;Misc;Nintendo;20
6269;Boogie;DS;2007;Misc;Electronic Arts;20
6338;Bratz: The Movie;Wii;2007;Simulation;THQ;20
6353;Harry Potter and the Order of the Phoenix;PS2;2007;Action;Electronic Arts;20
6356;Stuntman: Ignition;PS2;2007;Racing;THQ;20
6385;Ratatouille;X360;2007;Action;THQ;20
6396;The BIGS;X360;2007;Sports;Take-Two Interactive;20
6398;Madden NFL 08;DS;2007;Sports;Electronic Arts;20
6420;Super Collapse! 3;DS;2007;Puzzle;Mumbo Jumbo;20
6422;The Dog Island;PS2;2007;Adventure;Ubisoft;20
6432;Fish Tycoon;DS;2007;Simulation;Majesco Entertainment;20
6445;All-Pro Football 2K8;X360;2007;Sports;Take-Two Interactive;20
6449;Battlestations: Midway;X360;2007;Strategy;Eidos Interactive;20
6465;Petz: Horsez 2;PS2;2007;Simulation;Ubisoft;20
6471;Tales of Innocence;DS;2007;Role-Playing;Namco Bandai Games;20
6479;DS Bungaku Zenshuu;DS;2007;Misc;Nintendo;20
6485;Phantasy Star Universe: Ambition of the Illuminus;PS2;2007;Role-Playing;Sega;20
6504;Smart Girl's Playhouse;DS;2007;Misc;505 Games;20
6521;Juiced 2: Hot Import Nights;PS3;2007;Racing;THQ;20
6528;NCAA March Madness 08;PS2;2007;Sports;Electronic Arts;20
6541;SD Gundam G Generation: Cross Drive;DS;2007;Strategy;Namco Bandai Games;20
6542;Tom Clancy's Splinter Cell: Double Agent;PS3;2007;Action;Ubisoft;20
6557;Avatar: The Last Airbender - The Burning Earth;Wii;2007;Action;THQ;20
6566;Sega Rally Revo;PSP;2007;Racing;Sega;20
6588;A.C.E.: Another Century's Episode 3: The Final;PS2;2007;Simulation;Banpresto;20
6612;NHL 08;PS3;2007;Action;Electronic Arts;20
6617;Spelling Challenges and more!;PSP;2007;Misc;Crave Entertainment;20
6646;Tony Hawk's Proving Ground;Wii;2007;Sports;Activision;20
6658;Animal Paradise;DS;2007;Simulation;Empire Interactive;20
6660;NHL 08;X360;2007;Action;Electronic Arts;20
6682;MotoGP '07;X360;2007;Racing;THQ;20
6684;Mortal Kombat: Armageddon;Wii;2007;Fighting;Midway Games;20
6734;Armored Core 4;X360;2007;Simulation;505 Games;20
6739;We Love Golf!;Wii;2007;Sports;Capcom;20
6742;Cars: Mater-National Championship;PS2;2007;Racing;THQ;20
6744;Harry Potter and the Order of the Phoenix;PS3;2007;Action;Electronic Arts;20
6760;Major League Baseball 2K7;PS3;2007;Sports;Spike;20
6763;Driver '76;PSP;2007;Racing;Ubisoft;20
6842;Dancing With The Stars;Wii;2007;Misc;Activision;20
6850;Luminous Arc;DS;2007;Role-Playing;Rising Star Games;20
6860;Monster Jam;PS2;2007;Racing;Activision;20
6883;Ghost Rider;PSP;2007;Action;Take-Two Interactive;20
6885;Juiced 2: Hot Import Nights;DS;2007;Racing;THQ;20
6909;Viva Pinata: Party Animals;X360;2007;Misc;Microsoft Game Studios;20
6953;NASCAR 08;PS2;2007;Racing;Electronic Arts;20
6969;Hot Wheels: Beat That!;DS;2007;Racing;Activision;20
7001;M&M's Kart Racing;Wii;2007;Racing;Zoo Digital Publishing;20
7005;Looney Tunes: Acme Arsenal;Wii;2007;Action;Warner Bros. Interactive Entertainment;20
7034;Ultimate Duck Hunting: Hunting & Retrieving Ducks;Wii;2007;Sports;Detn8 Games;20
7046;NASCAR 08;PS3;2007;Racing;Electronic Arts;20
7066;Tony Hawk's Proving Ground;DS;2007;Sports;Activision;20
7070;World Series of Poker 2008: Battle for the Bracelets;PS2;2007;Misc;Activision;20
7072;Naruto Shippuden: Ninja Council 4;DS;2007;Action;Nintendo;20
7078;Barbie as The Island Princess;GBA;2007;Adventure;Activision;20
7091;Disney Princess: Enchanted Journey;PS2;2007;Adventure;Disney Interactive Studios;20
7105;Hooked! Real Motion Fishing;Wii;2007;Sports;505 Games;20
7117;Dinosaur King;DS;2007;Strategy;Sega;20
7118;Buzz! Junior: RoboJam;PS2;2007;Misc;Sony Computer Entertainment;20
7155;Gundam Battle Chronicle;PSP;2007;Action;Namco Bandai Games;20
7189;The Legend of Spyro: The Eternal Night;Wii;2007;Platform;Vivendi Games;20
7203;Aliens vs Predator: Requiem;PSP;2007;Action;Vivendi Games;20
7211;Jackass the Game;PSP;2007;Action;Empire Interactive;20
7236;Jewel Quest: Expeditions;DS;2007;Puzzle;Avanquest;20
7239;Touch the Dead;DS;2007;Shooter;Eidos Interactive;20
7277;DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana;DS;2007;Adventure;Tecmo Koei;20
7330;Final Fantasy Fables: Chocobo's Dungeon;Wii;2007;Role-Playing;Square Enix;20
7332;Dorabase DS: Dramatic Stadium;DS;2007;Sports;Namco Bandai Games;20
7350;NCAA March Madness 08;X360;2007;Sports;Electronic Arts;20
7379;Rayman Raving Rabbids;X360;2007;Misc;Ubisoft;20
7411;Brunswick Pro Bowling;PSP;2007;Sports;505 Games;20
7430;Vampire Rain;X360;2007;Action;Microsoft Game Studios;20
7456;Dragon Ball Z: Harukanaru Densetsu;DS;2007;Role-Playing;Namco Bandai Games;20
7463;NCAA March Madness 07;X360;2007;Sports;Electronic Arts;20
7504;Enchanted Arms;PS3;2007;Role-Playing;Ubisoft;20
7521;Sengoku Basara 2 Heroes;PS2;2007;Action;Capcom;20
7572;Clive Barker's Jericho;PS3;2007;Shooter;Codemasters;20
7600;Monster Jam;X360;2007;Racing;Activision;20
7655;Cabela's Big Game Hunter (2008);PS2;2007;Sports;Activision Value;20
7666;Soldier of Fortune: Payback;X360;2007;Shooter;Activision;20
7678;Sid Meier's Pirates!;PSP;2007;Strategy;Take-Two Interactive;20
7704;Conan;X360;2007;Action;THQ;20
7705;Ratatouille;GBA;2007;Action;THQ;20
7707;Warriors Orochi;X360;2007;Action;Tecmo Koei;20
7897;Boogie;PS2;2007;Misc;Electronic Arts;20
7918;Dynasty Warriors Gundam;X360;2007;Action;Namco Bandai Games;20
7926;Pro Yaky? Spirits 4;PS2;2007;Sports;Konami Digital Entertainment;20
7928;SoulCalibur Legends;Wii;2007;Action;Namco Bandai Games;20
7938;Chibi-Robo! Park Patrol;DS;2007;Adventure;Unknown;20
7943;One Piece: Unlimited Adventure;Wii;2007;Adventure;Namco Bandai Games;20
7947;Face Training;DS;2007;Misc;Nintendo;20
7950;Disney's Meet the Robinsons;Wii;2007;Action;Disney Interactive Studios;20
7975;J-League Pro Soccer Club o Tsukurou! 5;PS2;2007;Sports;Sega;20
7982;Dragon Blade: Wrath of Fire;Wii;2007;Action;D3Publisher;20
7988;Call of Juarez;X360;2007;Shooter;Ubisoft;20
7990;The Bee Game;DS;2007;Adventure;Midway Games;20
8013;NBA Live 08;Wii;2007;Sports;Electronic Arts;20
8030;Nep League DS;DS;2007;Sports;Jaleco;20
8031;Ar tonelico 2: Melody of Metafalica;PS2;2007;Role-Playing;Nippon Ichi Software;20
8092;Spider-Man: Friend or Foe;PSP;2007;Action;Activision;20
8099;Disney Friends;DS;2007;Simulation;Disney Interactive Studios;20
8115;Van Helsing;XB;2007;Action;Activision;20
8150;Mercury Meltdown Revolution;Wii;2007;Action;Ignition Entertainment;20
8165;College Hoops 2K7;PS3;2007;Sports;Take-Two Interactive;20
8191;College Hoops 2K8;X360;2007;Sports;Take-Two Interactive;20
8204;My French Coach;DS;2007;Misc;Ubisoft;20
8238;Lost in Blue 3;DS;2007;Adventure;Konami Digital Entertainment;20
8254;Professional Fisherman's Tour: Northern Hemisphere;DS;2007;Sports;505 Games;20
8256;Kekkaishi: Karasumori Ayakashi Kidan;DS;2007;Action;Namco Bandai Games;20
8285;Dementium: The Ward;DS;2007;Shooter;SouthPeak Games;20
8306;.hack//G.U. Vol.3//Redemption;PS2;2007;Role-Playing;Namco Bandai Games;20
8314;Pursuit Force: Extreme Justice;PSP;2007;Action;Sony Computer Entertainment;20
8322;Bee Movie Game;X360;2007;Action;Activision;20
8350;Fate/Stay Night [Réalta Nua];PS2;2007;Adventure;Kadokawa Shoten;20
8365;Fuzion Frenzy 2;X360;2007;Misc;Microsoft Game Studios;20
8369;Garfield: Lasagna World Tour;PS2;2007;Action;Blast! Entertainment Ltd;20
8372;Bomberman Land;Wii;2007;Misc;Rising Star Games;20
8381;Hot Wheels: Beat That!;X360;2007;Racing;Activision;20
8384;Naruto Shippuden: Ultimate Ninja 5;PS2;2007;Fighting;Namco Bandai Games;20
8401;Surf's Up;Wii;2007;Sports;Ubisoft;20
8425;Go, Diego, Go! Safari Rescue;DS;2007;Adventure;Take-Two Interactive;20
8448;TOEIC Test Training DS;DS;2007;Misc;IE Institute;20
8463;Thrillville: Off the Rails;X360;2007;Strategy;LucasArts;20
8503;Monster Jam;Wii;2007;Racing;Activision;20
8511;Godzilla Unleashed;Wii;2007;Fighting;Atari;20
8522;San Goku Shi Taisen DS;DS;2007;Strategy;Sega;20
8527;Dancing With The Stars;PS2;2007;Misc;Activision;20
8541;Beowulf: The Game;PS3;2007;Action;Ubisoft;20
8547;Dewy's Adventure;Wii;2007;Platform;Konami Digital Entertainment;20
8556;The BIGS;PS3;2007;Sports;Take-Two Interactive;20
8606;TimeShift;PS3;2007;Shooter;Vivendi Games;20
8617;Rondo of Swords (US sales);DS;2007;Role-Playing;Success;20
8637;Chessmaster: The Art of Learning;DS;2007;Misc;Ubisoft;20
8651;Imagine: Ice Champions;DS;2007;Sports;Spike;20
8655;Left Brain Right Brain: Use Both Hands Train Both Sides;DS;2007;Misc;505 Games;20
8666;Bomberman Land Touch! 2;DS;2007;Puzzle;Rising Star Games;20
8668;The Godfather: Blackhand Edition;Wii;2007;Adventure;Electronic Arts;20
8689;Arcana Heart;PS2;2007;Fighting;AQ Interactive;20
8696;Bust-A-Move Bash!;Wii;2007;Puzzle;505 Games;20
8711;WordJong;DS;2007;Puzzle;White Park Bay Software;20
8721;Bleach: Dark Souls;DS;2007;Fighting;Sega;20
8740;All-Pro Football 2K8;PS3;2007;Sports;Take-Two Interactive;20
8741;Dragon Ball Z: Harukanaru Densetsu (JP sales);DS;2007;Role-Playing;Namco Bandai Games;20
8776;Samurai Warriors: Katana;Wii;2007;Action;Tecmo Koei;20
8781;Heroes of Mana;DS;2007;Strategy;Square Enix;20
8788;Blazing Angels 2: Secret Missions of WWII;PS3;2007;Simulation;Ubisoft;20
8807;Fantastic Four: Rise of the Silver Surfer;PS3;2007;Action;Take-Two Interactive;20
8823;NBA Street Homecourt;PS3;2007;Sports;Electronic Arts;20
8831;Final Fantasy XI: Vana'diel Collection 2008;X360;2007;Role-Playing;Square Enix;20
8832;Suzumiya Haruhi no Yakusoku;PSP;2007;Adventure;Namco Bandai Games;20
8839;Spider-Man: Friend or Foe;Wii;2007;Action;Activision;20
8840;Ultimate Board Game Collection;Wii;2007;Misc;Xplosiv;20
8880;Hot Wheels: Beat That!;Wii;2007;Racing;Activision;20
8881;Soldier of Fortune: Payback;PS3;2007;Shooter;Activision;20
8887;Scarface: The World is Yours;Wii;2007;Action;Vivendi Games;20
8932;Rayman Raving Rabbids;DS;2007;Misc;Ubisoft;20
8958;Geometry Wars: Galaxies;DS;2007;Shooter;Vivendi Games;20
8985;Cars: Mater-National Championship;X360;2007;Racing;THQ;20
8995;Tamagotchi no Appare! Niji Venture;DS;2007;Role-Playing;Namco Bandai Games;20
9000;CSI: 3 Dimensions of Murder;PS2;2007;Adventure;Ubisoft;20
9014;Power Rangers: Super Legends;PS2;2007;Action;Disney Interactive Studios;20
9027;Ratatouille;GC;2007;Action;THQ;20
9064;The Orange Box;PC;2007;Shooter;Electronic Arts;20
9066;Victorious Boxers: Revolution;Wii;2007;Fighting;Ubisoft;20
9085;Cranium Kabookii;Wii;2007;Misc;Ubisoft;20
9116;Arctic Tale;DS;2007;Adventure;Zoo Digital Publishing;20
9119;Anno 1701: Dawn of Discovery;DS;2007;Simulation;Touchstone;20
9120;Chicken Shoot;DS;2007;Action;Zoo Digital Publishing;20
9134;Blazing Angels 2: Secret Missions of WWII;X360;2007;Simulation;Ubisoft;20
9137;¡Shin Chan Flipa en colores!;DS;2007;Platform;505 Games;20
9152;Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?;PSP;2007;Role-Playing;Nippon Ichi Software;20
9174;Monster Jam;DS;2007;Racing;Activision;20
9211;Jikkyou Powerful Pro Yakyuu Wii;Wii;2007;Sports;Konami Digital Entertainment;20
9216;College Hoops 2K8;PS3;2007;Sports;Take-Two Interactive;20
9221;Hard Rock Casino;PSP;2007;Misc;Oxygen Interactive;20
9224;Wild ARMs XF;PSP;2007;Role-Playing;505 Games;20
9251;Alvin and the Chipmunks;DS;2007;Misc;Brash Entertainment;20
9269;Avatar: The Last Airbender - The Burning Earth;X360;2007;Action;THQ;20
9271;Paws & Claws: Pet Vet 2;DS;2007;Simulation;THQ;20
9344;NHL 2K8;X360;2007;Sports;Take-Two Interactive;20
9377;Brain Assist;DS;2007;Misc;Sega;20
9381;SingStar Latino;PS2;2007;Misc;Sony Computer Entertainment;20
9403;Fatal Inertia;X360;2007;Racing;Tecmo Koei;20
9436;Wantame Music Channel: Doko Demo Style;DS;2007;Misc;Capcom;20
9451;NBA 08;PS3;2007;Sports;Sony Computer Entertainment;20
9461;Indianapolis 500 Legends;Wii;2007;Racing;Destineer;20
9480;Summon Night: Twin Age;DS;2007;Role-Playing;Banpresto;20
9499;Smart Boy's Gameroom;DS;2007;Misc;505 Games;20
9531;Puzzle de Harvest Moon;DS;2007;Puzzle;Natsume;20
9537;Hour of Victory;X360;2007;Shooter;Midway Games;20
9539;NBA 08;PS2;2007;Sports;Sony Computer Entertainment;20
9544;7 Wonders of the Ancient World;DS;2007;Puzzle;Funsta;20
9566;Shining Wind;PS2;2007;Role-Playing;Sega;20
9574;Need for Speed: ProStreet;DS;2007;Racing;Electronic Arts;20
9615;Impossible Mission;DS;2007;Platform;System 3 Arcade Software;20
9627;Baroque;PS2;2007;Role-Playing;Rising Star Games;20
9657;Geometry Wars: Galaxies;Wii;2007;Shooter;Vivendi Games;20
9659;Horse Life;DS;2007;Simulation;Game Life;20
9680;Diner Dash: Sizzle & Serve;PSP;2007;Puzzle;Eidos Interactive;20
9686;Godzilla Unleashed: Double Smash;DS;2007;Action;Atari;20
9687;Star Trek: Conquest;Wii;2007;Strategy;Bethesda Softworks;20
9725;Puzzle Quest: Challenge of the Warlords;PS2;2007;Puzzle;D3Publisher;20
9747;WWE SmackDown vs Raw 2008;DS;2007;Fighting;THQ;20
9752;Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable;PSP;2007;Shooter;Namco Bandai Games;20
9775;Lovely Lisa;DS;2007;Simulation;DHM Interactive;20
9793;Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B;DS;2007;Misc;Namco Bandai Games;20
9805;Cory in the House;DS;2007;Action;Disney Interactive Studios;20
9825;Animal Genius;DS;2007;Puzzle;Ubisoft;20
9836;MX vs. ATV Untamed;DS;2007;Racing;THQ;20
9837;Prince of Persia: Rival Swords;PSP;2007;Action;Ubisoft;20
9893;Marvel Trading Card Game;DS;2007;Misc;Konami Digital Entertainment;20
9899;Cruis'n;Wii;2007;Racing;Midway Games;20
9913;Barbie as The Island Princess;PS2;2007;Adventure;Activision;20
9950;Tales of Destiny 2;PSP;2007;Role-Playing;Namco Bandai Games;20
9957;Ultimate Puzzle Games: Sudoku Edition;DS;2007;Puzzle;Telegames;20
9962;TMNT;PSP;2007;Action;Ubisoft;20
9979;DEATH NOTE: Kira Game;DS;2007;Adventure;Konami Digital Entertainment;20
9981;Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi;PS2;2007;Misc;D3Publisher;20
9982;ASH: Archaic Sealed Heat;DS;2007;Role-Playing;Nintendo;20
9985;Fantastic Four: Rise of the Silver Surfer;X360;2007;Action;Take-Two Interactive;20
10020;Dokapon Kingdom;PS2;2007;Role-Playing;Sting;20
10027;Retro Game Challenge;DS;2007;Action;Namco Bandai Games;20
10036;Ultimate Mortal Kombat;DS;2007;Fighting;Midway Games;20
10046;Monster Madness: Battle for Suburbia;X360;2007;Shooter;SouthPeak Games;20
10062;The Settlers;DS;2007;Action;Ubisoft;20
10078;Jake Hunter Detective Story: Memories of the Past;DS;2007;Adventure;PQube;20
10089;Super Swing Golf Season 2;Wii;2007;Sports;Rising Star Games;20
10098;Cake Mania;DS;2007;Puzzle;Majesco Entertainment;20
10108;Surf's Up;PSP;2007;Sports;Ubisoft;20
10133;Pocket Pets;DS;2007;Simulation;O3 Entertainment;20
10136;Power Rangers: Super Legends;DS;2007;Action;Disney Interactive Studios;20
10142;MLB Power Pros;PS2;2007;Sports;Konami Digital Entertainment;20
10145;Kousoku Card Battle: Card Hero;DS;2007;Strategy;Nintendo;20
10156;American Girl: Julie Finds a Way;DS;2007;Adventure;THQ;20
10159;The History Channel: Battle for the Pacific;Wii;2007;Shooter;Activision;20
10163;Mobile Suit Gundam: MS Sensen 0079;Wii;2007;Simulation;Namco Bandai Games;20
10171;Guitar Rock Tour;DS;2007;Misc;Gameloft;20
10183;Smash Court Tennis 3;X360;2007;Sports;Atari;20
10193;Kouchuu Ouja Mushi King: Super Collection;DS;2007;Action;Sega;20
10200;FlatOut: Ultimate Carnage;X360;2007;Racing;Empire Interactive;20
10236;Higurashi no Naku Koro ni Matsuri;PS2;2007;Adventure;Alchemist;20
10245;Touch Detective 2 1/2;DS;2007;Adventure;505 Games;20
10297;Rocky Balboa;PSP;2007;Sports;Ubisoft;20
10306;Master of the Monster Lair;DS;2007;Role-Playing;Rising Star Games;20
10321;Hitman Trilogy;PS2;2007;Action;Eidos Interactive;20
10323;Tetris Evolution;X360;2007;Puzzle;THQ;20
10330;The Cheetah Girls: Pop Star Sensations;DS;2007;Misc;Disney Interactive Studios;20
10334;The BIGS;PSP;2007;Sports;Take-Two Interactive;20
10357;Sudokuro;DS;2007;Puzzle;Crave Entertainment;20
10377;Final Fantasy XII International Zodiac Job System;PS2;2007;Role-Playing;Square Enix;20
10378;Barbie in The 12 Dancing Princesses;DS;2007;Adventure;Activision;20
10437;Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage;DS;2007;Simulation;Konami Digital Entertainment;20
10438;Thrillville: Off the Rails;PSP;2007;Strategy;LucasArts;20
10482;PictoImage;DS;2007;Puzzle;Sega;20
10485;Momotarou Dentetsu 16;Wii;2007;Misc;Hudson Soft;20
10498;Myst;DS;2007;Adventure;Midway Games;20
10507;Brooktown High: Senior Year;PSP;2007;Simulation;Konami Digital Entertainment;20
10516;Medal of Honor: Vanguard;Wii;2007;Shooter;Electronic Arts;20
10531;Kirarin * Revolution: Mezase! Idol Queen;DS;2007;Simulation;Konami Digital Entertainment;20
10532;Dungeons & Dragons Tactics;PSP;2007;Strategy;Atari;20
10543;Hot Wheels Ultimate Racing;PSP;2007;Action;Activision;20
10548;Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS;DS;2007;Misc;Paon;20
10552;Draglade;DS;2007;Fighting;505 Games;20
10553;DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun;DS;2007;Misc;Shogakukan;20
10564;Surf's Up;X360;2007;Sports;Ubisoft;20
10570;World Snooker Championship 2007;PS3;2007;Sports;Sega;20
10582;World Series of Poker 2008: Battle for the Bracelets;PS3;2007;Misc;Activision;20
10611;Bee Movie Game;PS2;2007;Action;Activision;20
10625;Opoona;Wii;2007;Role-Playing;Tecmo Koei;20
10628;Nodame Cantabile;DS;2007;Misc;Namco Bandai Games;20
10667;Bleach: Dark Souls (JP sales);DS;2007;Fighting;Sega;20
10670;Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training;DS;2007;Misc;Benesse;20
10696;CSI: Hard Evidence;X360;2007;Adventure;Ubisoft;20
10698;Code Lyoko: Quest for Infinity;Wii;2007;Action;Game Factory;20
10705;Naruto Shippuden: Gekito Ninja Taisen! EX;Wii;2007;Fighting;Takara Tomy;20
10741;Retro Game Challenge (US sales);DS;2007;Action;Namco Bandai Games;20
10744;MotoGP 07;PS2;2007;Racing;Capcom;20
10756;Shining Force EXA;PS2;2007;Role-Playing;Sega;20
10764;Heatseeker;Wii;2007;Action;Codemasters;20
10776;InuYasha: Secret of the Divine Jewel;DS;2007;Role-Playing;Namco Bandai Games;20
10778;Pro Yakyuu Famista DS;DS;2007;Sports;Namco Bandai Games;20
10781;EyeCreate;PS3;2007;Misc;Sony Computer Entertainment;20
10795;Glory Days 2;DS;2007;Strategy;Ghostlight;20
10804;Bladestorm: The Hundred Years' War;X360;2007;Action;Tecmo Koei;20
10818;Halo 2;PC;2007;Shooter;Microsoft Game Studios;20
10820;Unou no Tatsujin: Soukai! Machigai Museum 2;DS;2007;Misc;Namco Bandai Games;20
10924;Yu-Gi-Oh! GX: The Beginning of Destiny (US sales);PS2;2007;Strategy;Konami Digital Entertainment;20
10935;Star Wars: Empire at War - Gold Pack;PC;2007;Strategy;LucasArts;20
10945;NCAA March Madness 08;PS3;2007;Sports;Electronic Arts;20
10951;NHL 2K8;PS3;2007;Sports;Take-Two Interactive;20
10954;Jenga World Tour;DS;2007;Misc;Atari;20
10967;Atari Classics Evolved;PSP;2007;Misc;Atari;20
10970;Kawasaki Quad Bikes;Wii;2007;Racing;Data Design Interactive;20
10993;Jikkyou Powerful Pro Yakyuu 14 Ketteiban;PS2;2007;Sports;Konami Digital Entertainment;20
11039;Jikkyou Powerful Pro Yakyuu Portable 2;PSP;2007;Sports;Konami Digital Entertainment;20
11040;Reading Training;DS;2007;Misc;Benesse;20
11045;Ochaken no Heya DS 2;DS;2007;Simulation;MTO;20
11062;Beowulf: The Game;PSP;2007;Action;Ubisoft;20
11071;Saiyuuki: Kinkaku, Ginkaku no Inbou;DS;2007;Role-Playing;D3Publisher;20
11075;Mugen Keitai Disgaea;PS2;2007;Role-Playing;Tecmo Koei;20
